"x";"HAADF";"Co";"Ni";"Ru"
"Position";"Intensity";"Atomic fraction";"Atomic fraction";"Atomic fraction"
"m";"Counts";"mol/mol";"mol/mol";"mol/mol"
3.066646e-08;3.581054e+04;4.080704e-01;4.650062e-01;1.269235e-01
3.075938e-08;3.581433e+04;4.143874e-01;4.596050e-01;1.260075e-01
3.085231e-08;3.581746e+04;4.111380e-01;4.605385e-01;1.283239e-01
3.094524e-08;3.581423e+04;4.146003e-01;4.577100e-01;1.276900e-01
3.103817e-08;3.581085e+04;4.084806e-01;4.597440e-01;1.317753e-01
3.113110e-08;3.581027e+04;4.086631e-01;4.659966e-01;1.253402e-01
3.122403e-08;3.580598e+04;4.104908e-01;4.639059e-01;1.256040e-01
3.131696e-08;3.580693e+04;4.026500e-01;4.677117e-01;1.296390e-01
3.140988e-08;3.580419e+04;4.075894e-01;4.639568e-01;1.284539e-01
3.150281e-08;3.579961e+04;4.050676e-01;4.631861e-01;1.317458e-01
3.159574e-08;3.580038e+04;4.082246e-01;4.618069e-01;1.299684e-01
3.168867e-08;3.579380e+04;4.084434e-01;4.632282e-01;1.283281e-01
3.178160e-08;3.579118e+04;4.095498e-01;4.620784e-01;1.283718e-01
3.187453e-08;3.579344e+04;4.088539e-01;4.609269e-01;1.302191e-01
3.196746e-08;3.578955e+04;4.097280e-01;4.619030e-01;1.283685e-01
3.206038e-08;3.578918e+04;4.122589e-01;4.574275e-01;1.303134e-01
3.215331e-08;3.578854e+04;4.089420e-01;4.592421e-01;1.318161e-01
3.224624e-08;3.578708e+04;4.136290e-01;4.591619e-01;1.272091e-01
3.233917e-08;3.578721e+04;4.118669e-01;4.602853e-01;1.278480e-01
3.243210e-08;3.578545e+04;4.077733e-01;4.635507e-01;1.286760e-01
3.252503e-08;3.578066e+04;4.044144e-01;4.673339e-01;1.282514e-01
3.261796e-08;3.577476e+04;4.039695e-01;4.701680e-01;1.258620e-01
3.271089e-08;3.577553e+04;4.068666e-01;4.648011e-01;1.283327e-01
3.280381e-08;3.577763e+04;4.071780e-01;4.635159e-01;1.293060e-01
3.289674e-08;3.578475e+04;4.123818e-01;4.612378e-01;1.263800e-01
3.298967e-08;3.579015e+04;4.120175e-01;4.637368e-01;1.242460e-01
3.308260e-08;3.579157e+04;4.126398e-01;4.598466e-01;1.275140e-01
3.317553e-08;3.579619e+04;4.107089e-01;4.663751e-01;1.229160e-01
3.326846e-08;3.579752e+04;4.086468e-01;4.622495e-01;1.291037e-01
3.336139e-08;3.579524e+04;4.135759e-01;4.567763e-01;1.296479e-01
3.345431e-08;3.579841e+04;4.046685e-01;4.609564e-01;1.343748e-01
3.354724e-08;3.580019e+04;4.064582e-01;4.654616e-01;1.280796e-01
3.364017e-08;3.581038e+04;4.092333e-01;4.668747e-01;1.238920e-01
3.373310e-08;3.581073e+04;4.107271e-01;4.672734e-01;1.219995e-01
3.382603e-08;3.581387e+04;4.132806e-01;4.628394e-01;1.238802e-01
3.391896e-08;3.582414e+04;4.146159e-01;4.612286e-01;1.241558e-01
3.401189e-08;3.582762e+04;4.135465e-01;4.663153e-01;1.201381e-01
3.410482e-08;3.583146e+04;4.054269e-01;4.638637e-01;1.307095e-01
3.419774e-08;3.583649e+04;4.056669e-01;4.612592e-01;1.330737e-01
3.429067e-08;3.584643e+04;4.150895e-01;4.586060e-01;1.263045e-01
3.438360e-08;3.585426e+04;4.121133e-01;4.606124e-01;1.272750e-01
3.447653e-08;3.585398e+04;4.112812e-01;4.629676e-01;1.257510e-01
3.456946e-08;3.586357e+04;4.047471e-01;4.641013e-01;1.311519e-01
3.466239e-08;3.587456e+04;4.102438e-01;4.598146e-01;1.299417e-01
3.475532e-08;3.587760e+04;4.101201e-01;4.620043e-01;1.278759e-01
3.484824e-08;3.588339e+04;4.092111e-01;4.681684e-01;1.226204e-01
3.494117e-08;3.589288e+04;4.044292e-01;4.619912e-01;1.335797e-01
3.503410e-08;3.590069e+04;4.112637e-01;4.623891e-01;1.263476e-01
3.512703e-08;3.590870e+04;4.161896e-01;4.618991e-01;1.219117e-01
3.521996e-08;3.591208e+04;4.164299e-01;4.584417e-01;1.251287e-01
3.531289e-08;3.592298e+04;4.125657e-01;4.599768e-01;1.274571e-01
3.540582e-08;3.593014e+04;4.065879e-01;4.662996e-01;1.271120e-01
3.549875e-08;3.593837e+04;4.081413e-01;4.677531e-01;1.241054e-01
3.559167e-08;3.594389e+04;4.065507e-01;4.665561e-01;1.268931e-01
3.568460e-08;3.595120e+04;4.103752e-01;4.643005e-01;1.253242e-01
3.577753e-08;3.595895e+04;4.098056e-01;4.664665e-01;1.237277e-01
3.587046e-08;3.596420e+04;4.071219e-01;4.634355e-01;1.294429e-01
3.596339e-08;3.597995e+04;4.047130e-01;4.623336e-01;1.329535e-01
3.605632e-08;3.598526e+04;4.082262e-01;4.627612e-01;1.290126e-01
3.614925e-08;3.599046e+04;4.070095e-01;4.664030e-01;1.265880e-01
3.624217e-08;3.599098e+04;4.087313e-01;4.636323e-01;1.276366e-01
3.633510e-08;3.599619e+04;4.156971e-01;4.609757e-01;1.233267e-01
3.642803e-08;3.600239e+04;4.112280e-01;4.628804e-01;1.258912e-01
3.652096e-08;3.601007e+04;4.074239e-01;4.606263e-01;1.319500e-01
3.661389e-08;3.600928e+04;4.029767e-01;4.667301e-01;1.302935e-01
3.670682e-08;3.601452e+04;4.036447e-01;4.665763e-01;1.297788e-01
3.679975e-08;3.602144e+04;4.065698e-01;4.673162e-01;1.261141e-01
3.689267e-08;3.602521e+04;4.056814e-01;4.614165e-01;1.329025e-01
3.698560e-08;3.602859e+04;4.106813e-01;4.592422e-01;1.300769e-01
3.707853e-08;3.603573e+04;4.082901e-01;4.639351e-01;1.277744e-01
3.717146e-08;3.604263e+04;4.056013e-01;4.639930e-01;1.304058e-01
3.726439e-08;3.604915e+04;4.131599e-01;4.631867e-01;1.236534e-01
3.735732e-08;3.606005e+04;4.145013e-01;4.597141e-01;1.257844e-01
3.745025e-08;3.606452e+04;4.146495e-01;4.593490e-01;1.260016e-01
3.754318e-08;3.607116e+04;4.123615e-01;4.589233e-01;1.287152e-01
3.763610e-08;3.608363e+04;4.082179e-01;4.605162e-01;1.312660e-01
3.772903e-08;3.609402e+04;4.131100e-01;4.627689e-01;1.241209e-01
3.782196e-08;3.610204e+04;4.142202e-01;4.660064e-01;1.197736e-01
3.791489e-08;3.611915e+04;4.103308e-01;4.624680e-01;1.272012e-01
3.800782e-08;3.612979e+04;4.095823e-01;4.633330e-01;1.270848e-01
3.810075e-08;3.613922e+04;4.134828e-01;4.638124e-01;1.227049e-01
3.819368e-08;3.614644e+04;4.128390e-01;4.640827e-01;1.230787e-01
3.828660e-08;3.615265e+04;4.093795e-01;4.651778e-01;1.254430e-01
3.837953e-08;3.616219e+04;4.083976e-01;4.659375e-01;1.256647e-01
3.847246e-08;3.617366e+04;4.119500e-01;4.621727e-01;1.258775e-01
3.856539e-08;3.617868e+04;4.112740e-01;4.624354e-01;1.262907e-01
3.865832e-08;3.619212e+04;4.087801e-01;4.649217e-01;1.262982e-01
3.875125e-08;3.620255e+04;4.075334e-01;4.685185e-01;1.239481e-01
3.884418e-08;3.621419e+04;4.050150e-01;4.706982e-01;1.242873e-01
3.893711e-08;3.621879e+04;4.034191e-01;4.614222e-01;1.351590e-01
3.903003e-08;3.623089e+04;4.127351e-01;4.599859e-01;1.272789e-01
3.912296e-08;3.623701e+04;4.142867e-01;4.598967e-01;1.258170e-01
3.921589e-08;3.624141e+04;4.102431e-01;4.632898e-01;1.264669e-01
3.930882e-08;3.624886e+04;4.052733e-01;4.676135e-01;1.271133e-01
3.940175e-08;3.626045e+04;4.024104e-01;4.688542e-01;1.287350e-01
3.949468e-08;3.627194e+04;4.054502e-01;4.688570e-01;1.256924e-01
3.958761e-08;3.628107e+04;4.133380e-01;4.604889e-01;1.261724e-01
3.968053e-08;3.629178e+04;4.093114e-01;4.580631e-01;1.326255e-01
3.977346e-08;3.630318e+04;4.075244e-01;4.594676e-01;1.330078e-01
3.986639e-08;3.631577e+04;4.106395e-01;4.599242e-01;1.294363e-01
3.995932e-08;3.632609e+04;4.080204e-01;4.615571e-01;1.304224e-01
4.005225e-08;3.634123e+04;4.092734e-01;4.602198e-01;1.305071e-01
4.014518e-08;3.635657e+04;4.073665e-01;4.617558e-01;1.308780e-01
4.023811e-08;3.637212e+04;4.051006e-01;4.597456e-01;1.351540e-01
4.033103e-08;3.638129e+04;4.067842e-01;4.642082e-01;1.290078e-01
4.042396e-08;3.639590e+04;4.049077e-01;4.675182e-01;1.275743e-01
4.051689e-08;3.640397e+04;4.106315e-01;4.630380e-01;1.263306e-01
4.060982e-08;3.642378e+04;4.081368e-01;4.636785e-01;1.281848e-01
4.070275e-08;3.643462e+04;4.038811e-01;4.685539e-01;1.275645e-01
4.079568e-08;3.644255e+04;4.058111e-01;4.677266e-01;1.264623e-01
4.088861e-08;3.644838e+04;4.022368e-01;4.675440e-01;1.302193e-01
4.098154e-08;3.645925e+04;4.105097e-01;4.643736e-01;1.251167e-01
4.107446e-08;3.646747e+04;4.076518e-01;4.657322e-01;1.266160e-01
4.116739e-08;3.647907e+04;4.090804e-01;4.677173e-01;1.232018e-01
4.126032e-08;3.648700e+04;4.115150e-01;4.609828e-01;1.275019e-01
4.135325e-08;3.648615e+04;4.115416e-01;4.574945e-01;1.309643e-01
4.144618e-08;3.649630e+04;4.084738e-01;4.610409e-01;1.304847e-01
4.153911e-08;3.650440e+04;4.101970e-01;4.605511e-01;1.292517e-01
4.163204e-08;3.650261e+04;4.029907e-01;4.630798e-01;1.339294e-01
4.172496e-08;3.650382e+04;4.091428e-01;4.570645e-01;1.337923e-01
4.181789e-08;3.650505e+04;4.058020e-01;4.615065e-01;1.326912e-01
4.191082e-08;3.650166e+04;4.044414e-01;4.613369e-01;1.342218e-01
4.200375e-08;3.650408e+04;4.098325e-01;4.675618e-01;1.226055e-01
4.209668e-08;3.649723e+04;4.051630e-01;4.710919e-01;1.237454e-01
4.218961e-08;3.649257e+04;4.060132e-01;4.676928e-01;1.262943e-01
4.228254e-08;3.648438e+04;4.055272e-01;4.584310e-01;1.360418e-01
4.237547e-08;3.648210e+04;4.123116e-01;4.602880e-01;1.274004e-01
4.246839e-08;3.647479e+04;4.029664e-01;4.667991e-01;1.302346e-01
4.256132e-08;3.646510e+04;4.071829e-01;4.597440e-01;1.330728e-01
4.265425e-08;3.645245e+04;4.087967e-01;4.572305e-01;1.339729e-01
4.274718e-08;3.643811e+04;4.140895e-01;4.579510e-01;1.279595e-01
4.284011e-08;3.643673e+04;4.113844e-01;4.656176e-01;1.229980e-01
4.293304e-08;3.643686e+04;4.105819e-01;4.687335e-01;1.206845e-01
4.302597e-08;3.642165e+04;4.152318e-01;4.593750e-01;1.253930e-01
4.311889e-08;3.641202e+04;4.138210e-01;4.618109e-01;1.243683e-01
4.321182e-08;3.640546e+04;4.143470e-01;4.570160e-01;1.286369e-01
4.330475e-08;3.640066e+04;4.119561e-01;4.627470e-01;1.252971e-01
4.339768e-08;3.639412e+04;4.116616e-01;4.618050e-01;1.265334e-01
4.349061e-08;3.638839e+04;4.086955e-01;4.608425e-01;1.304618e-01
4.358354e-08;3.638676e+04;4.097285e-01;4.608337e-01;1.294378e-01
4.367647e-08;3.638538e+04;4.074754e-01;4.643447e-01;1.281801e-01
4.376940e-08;3.638805e+04;4.071137e-01;4.666374e-01;1.262489e-01
4.386232e-08;3.638900e+04;4.052082e-01;4.637182e-01;1.310738e-01
4.395525e-08;3.638640e+04;4.098068e-01;4.564127e-01;1.337804e-01
4.404818e-08;3.639323e+04;4.164408e-01;4.577887e-01;1.257703e-01
4.414111e-08;3.639653e+04;4.085712e-01;4.630395e-01;1.283895e-01
4.423404e-08;3.639968e+04;4.056861e-01;4.602134e-01;1.341006e-01
4.432697e-08;3.640884e+04;4.079536e-01;4.597943e-01;1.322523e-01
4.441990e-08;3.641328e+04;4.099197e-01;4.630896e-01;1.269910e-01
4.451282e-08;3.642029e+04;4.085575e-01;4.650388e-01;1.264036e-01
4.460575e-08;3.642863e+04;4.067442e-01;4.668412e-01;1.264144e-01
4.469868e-08;3.644204e+04;4.093535e-01;4.582688e-01;1.323773e-01
4.479161e-08;3.644543e+04;4.111316e-01;4.573693e-01;1.314989e-01
4.488454e-08;3.645444e+04;4.076299e-01;4.637734e-01;1.285972e-01
4.497747e-08;3.646170e+04;4.073842e-01;4.634713e-01;1.291448e-01
4.507040e-08;3.646638e+04;4.061597e-01;4.601599e-01;1.336807e-01
4.516332e-08;3.647505e+04;4.114954e-01;4.579001e-01;1.306043e-01
4.525625e-08;3.648259e+04;4.092982e-01;4.580098e-01;1.326921e-01
4.534918e-08;3.648896e+04;4.060499e-01;4.640709e-01;1.298794e-01
4.544211e-08;3.649709e+04;4.038545e-01;4.707932e-01;1.253521e-01
4.553504e-08;3.650039e+04;4.117012e-01;4.633671e-01;1.249319e-01
4.562797e-08;3.650883e+04;4.146460e-01;4.614975e-01;1.238570e-01
4.572090e-08;3.651163e+04;4.073436e-01;4.647107e-01;1.279454e-01
4.581383e-08;3.651848e+04;4.055218e-01;4.657825e-01;1.286959e-01
4.590675e-08;3.652630e+04;4.082425e-01;4.647809e-01;1.269771e-01
4.599968e-08;3.652794e+04;4.123410e-01;4.617953e-01;1.258639e-01
4.609261e-08;3.653629e+04;4.107049e-01;4.597445e-01;1.295501e-01
4.618554e-08;3.654736e+04;4.110219e-01;4.637218e-01;1.252562e-01
4.627847e-08;3.655893e+04;4.095133e-01;4.629239e-01;1.275625e-01
4.637140e-08;3.656139e+04;4.111124e-01;4.570750e-01;1.318124e-01
4.646433e-08;3.657597e+04;4.111603e-01;4.632475e-01;1.255923e-01
4.655725e-08;3.658472e+04;4.078525e-01;4.635924e-01;1.285551e-01
4.665018e-08;3.658784e+04;4.102812e-01;4.546934e-01;1.350253e-01
4.674311e-08;3.660245e+04;4.075444e-01;4.608824e-01;1.315733e-01
4.683604e-08;3.661759e+04;4.053949e-01;4.638066e-01;1.307983e-01
4.692897e-08;3.663234e+04;4.081829e-01;4.615568e-01;1.302605e-01
4.702190e-08;3.664630e+04;4.036396e-01;4.613616e-01;1.349984e-01
4.711483e-08;3.666392e+04;4.063381e-01;4.663408e-01;1.273210e-01
4.720776e-08;3.668584e+04;4.113312e-01;4.615695e-01;1.271004e-01
4.730068e-08;3.669563e+04;4.063810e-01;4.628032e-01;1.308158e-01
4.739361e-08;3.670946e+04;4.053028e-01;4.612928e-01;1.334045e-01
4.748654e-08;3.672801e+04;4.037585e-01;4.654162e-01;1.308256e-01
4.757947e-08;3.674751e+04;4.062084e-01;4.651975e-01;1.285942e-01
4.767240e-08;3.676195e+04;4.039932e-01;4.641427e-01;1.318640e-01
4.776533e-08;3.677569e+04;4.105971e-01;4.565946e-01;1.328076e-01
4.785826e-08;3.679377e+04;4.110768e-01;4.586455e-01;1.302773e-01
4.795118e-08;3.680673e+04;4.079956e-01;4.634631e-01;1.285416e-01
4.804411e-08;3.681700e+04;4.063365e-01;4.623505e-01;1.313126e-01
4.813704e-08;3.683065e+04;4.064326e-01;4.626218e-01;1.309455e-01
4.822997e-08;3.684216e+04;4.048258e-01;4.672937e-01;1.278808e-01
4.832290e-08;3.684423e+04;4.083007e-01;4.611544e-01;1.305450e-01
4.841583e-08;3.685522e+04;4.085538e-01;4.592001e-01;1.322464e-01
4.850876e-08;3.687012e+04;4.094774e-01;4.620544e-01;1.284687e-01
4.860169e-08;3.687395e+04;4.033547e-01;4.639045e-01;1.327406e-01
4.869461e-08;3.688015e+04;4.059986e-01;4.560004e-01;1.380005e-01
4.878754e-08;3.688948e+04;4.081038e-01;4.609755e-01;1.309208e-01
4.888047e-08;3.689499e+04;4.082549e-01;4.614083e-01;1.303361e-01
4.897340e-08;3.689511e+04;4.088059e-01;4.640735e-01;1.271207e-01
4.906633e-08;3.689732e+04;4.043272e-01;4.617779e-01;1.338952e-01
4.915926e-08;3.689946e+04;4.054508e-01;4.632021e-01;1.313470e-01
4.925219e-08;3.689929e+04;4.057693e-01;4.624463e-01;1.317841e-01
4.934511e-08;3.690199e+04;4.087768e-01;4.596062e-01;1.316168e-01
4.943804e-08;3.690129e+04;4.082539e-01;4.629888e-01;1.287575e-01
4.953097e-08;3.690321e+04;4.079655e-01;4.655247e-01;1.265093e-01
4.962390e-08;3.689727e+04;4.087354e-01;4.629140e-01;1.283506e-01
4.971683e-08;3.689529e+04;4.079784e-01;4.633656e-01;1.286560e-01
4.980976e-08;3.689120e+04;4.092711e-01;4.606366e-01;1.300923e-01
4.990269e-08;3.688613e+04;4.081619e-01;4.662031e-01;1.256352e-01
4.999561e-08;3.688207e+04;4.077685e-01;4.647069e-01;1.275240e-01
5.008854e-08;3.688070e+04;4.051242e-01;4.612172e-01;1.336585e-01
5.018147e-08;3.687971e+04;4.042629e-01;4.613497e-01;1.343875e-01
5.027440e-08;3.687183e+04;4.004186e-01;4.648539e-01;1.347271e-01
5.036733e-08;3.686604e+04;4.052681e-01;4.649585e-01;1.297729e-01
5.046026e-08;3.686277e+04;4.053780e-01;4.631335e-01;1.314883e-01
5.055319e-08;3.686377e+04;4.081907e-01;4.685312e-01;1.232786e-01
5.064612e-08;3.686236e+04;4.065365e-01;4.643453e-01;1.291182e-01
5.073904e-08;3.685329e+04;4.104002e-01;4.627136e-01;1.268859e-01
5.083197e-08;3.685118e+04;4.097490e-01;4.565867e-01;1.336644e-01
5.092490e-08;3.684872e+04;4.125468e-01;4.570250e-01;1.304285e-01
5.101783e-08;3.684080e+04;4.131446e-01;4.599724e-01;1.268831e-01
5.111076e-08;3.684165e+04;4.052455e-01;4.621665e-01;1.325878e-01
5.120369e-08;3.683362e+04;4.047011e-01;4.653913e-01;1.299071e-01
5.129662e-08;3.682350e+04;4.080223e-01;4.690718e-01;1.229059e-01
5.138954e-08;3.682075e+04;4.078466e-01;4.618594e-01;1.302937e-01
5.148247e-08;3.681586e+04;4.072635e-01;4.603540e-01;1.323821e-01
5.157540e-08;3.680922e+04;4.090814e-01;4.576755e-01;1.332425e-01
5.166833e-08;3.680025e+04;4.075925e-01;4.615573e-01;1.308501e-01
5.176126e-08;3.679050e+04;4.077134e-01;4.591925e-01;1.330943e-01
5.185419e-08;3.678467e+04;4.051930e-01;4.640111e-01;1.307960e-01
5.194712e-08;3.677892e+04;4.075928e-01;4.623630e-01;1.300440e-01
5.204005e-08;3.677683e+04;4.158310e-01;4.614432e-01;1.227258e-01
5.213297e-08;3.676737e+04;4.086711e-01;4.649181e-01;1.264113e-01
5.222590e-08;3.676509e+04;4.026300e-01;4.664316e-01;1.309386e-01
5.231883e-08;3.675523e+04;4.045029e-01;4.655753e-01;1.299220e-01
5.241176e-08;3.674643e+04;4.065925e-01;4.581709e-01;1.352368e-01
5.250469e-08;3.673809e+04;4.124571e-01;4.595237e-01;1.280193e-01
5.259762e-08;3.673018e+04;4.030178e-01;4.665131e-01;1.304691e-01
5.269055e-08;3.672276e+04;4.005127e-01;4.699294e-01;1.295581e-01
5.278347e-08;3.671708e+04;4.074626e-01;4.629382e-01;1.295993e-01
5.287640e-08;3.671052e+04;4.069003e-01;4.636491e-01;1.294511e-01
5.296933e-08;3.670106e+04;4.097769e-01;4.674163e-01;1.228066e-01
5.306226e-08;3.669911e+04;4.105524e-01;4.602937e-01;1.291538e-01
5.315519e-08;3.669233e+04;4.011536e-01;4.654905e-01;1.333560e-01
5.324812e-08;3.668233e+04;4.087691e-01;4.594849e-01;1.317456e-01
5.334105e-08;3.667481e+04;4.042610e-01;4.652038e-01;1.305354e-01
5.343397e-08;3.667080e+04;4.094612e-01;4.616441e-01;1.288948e-01
5.352690e-08;3.666095e+04;4.099621e-01;4.601320e-01;1.299063e-01
5.361983e-08;3.665176e+04;4.064271e-01;4.618129e-01;1.317604e-01
5.371276e-08;3.664088e+04;4.055168e-01;4.639573e-01;1.305258e-01
5.380569e-08;3.663848e+04;4.104047e-01;4.675710e-01;1.220249e-01
5.389862e-08;3.663018e+04;4.105987e-01;4.624433e-01;1.269580e-01
5.399155e-08;3.663069e+04;4.046777e-01;4.646927e-01;1.306300e-01
5.408448e-08;3.662123e+04;4.064886e-01;4.622515e-01;1.312600e-01
5.417740e-08;3.661015e+04;4.081239e-01;4.646171e-01;1.272591e-01
5.427033e-08;3.660847e+04;4.103538e-01;4.620907e-01;1.275557e-01
5.436326e-08;3.659743e+04;4.124035e-01;4.583388e-01;1.292574e-01
5.445619e-08;3.659075e+04;4.116662e-01;4.625946e-01;1.257392e-01
5.454912e-08;3.658820e+04;4.068468e-01;4.617115e-01;1.314421e-01
5.464205e-08;3.657532e+04;4.134988e-01;4.569521e-01;1.295491e-01
5.473498e-08;3.657618e+04;4.082470e-01;4.609771e-01;1.307758e-01
5.482790e-08;3.657319e+04;4.095788e-01;4.663324e-01;1.240889e-01
5.492083e-08;3.656702e+04;4.084095e-01;4.648550e-01;1.267350e-01
5.501376e-08;3.656373e+04;3.996367e-01;4.594605e-01;1.409031e-01
5.510669e-08;3.655824e+04;4.019166e-01;4.591022e-01;1.389811e-01
5.519962e-08;3.656025e+04;4.040994e-01;4.647730e-01;1.311276e-01
5.529255e-08;3.655927e+04;4.085832e-01;4.655344e-01;1.258827e-01
5.538548e-08;3.655003e+04;4.090298e-01;4.640405e-01;1.269296e-01
5.547841e-08;3.654729e+04;4.095840e-01;4.604498e-01;1.299664e-01
5.557133e-08;3.654282e+04;4.133473e-01;4.677400e-01;1.189127e-01
5.566426e-08;3.654171e+04;4.066575e-01;4.681882e-01;1.251540e-01
5.575719e-08;3.653326e+04;4.069576e-01;4.640097e-01;1.290332e-01
5.585012e-08;3.653066e+04;4.063224e-01;4.619929e-01;1.316846e-01
5.594305e-08;3.652449e+04;4.093372e-01;4.629267e-01;1.277366e-01
5.603598e-08;3.652812e+04;4.103491e-01;4.663869e-01;1.232640e-01
5.612891e-08;3.652360e+04;4.055638e-01;4.672260e-01;1.272101e-01
5.622183e-08;3.651916e+04;4.061783e-01;4.612691e-01;1.325528e-01
5.631476e-08;3.651864e+04;4.079745e-01;4.630621e-01;1.289636e-01
5.640769e-08;3.650694e+04;4.066387e-01;4.609531e-01;1.324084e-01
5.650062e-08;3.650378e+04;4.027791e-01;4.680246e-01;1.291965e-01
5.659355e-08;3.650138e+04;4.039275e-01;4.589367e-01;1.371360e-01
5.668648e-08;3.649807e+04;4.058102e-01;4.615671e-01;1.326224e-01
5.677941e-08;3.649019e+04;4.065997e-01;4.604227e-01;1.329772e-01
5.687234e-08;3.648778e+04;4.076115e-01;4.632515e-01;1.291369e-01
5.696526e-08;3.647364e+04;4.085208e-01;4.610169e-01;1.304621e-01
5.705819e-08;3.647351e+04;4.140213e-01;4.606449e-01;1.253339e-01
5.715112e-08;3.646823e+04;4.118727e-01;4.636501e-01;1.244769e-01
5.724405e-08;3.647206e+04;4.081085e-01;4.672145e-01;1.246774e-01
5.733698e-08;3.647023e+04;4.067315e-01;4.640512e-01;1.292173e-01
5.742991e-08;3.646252e+04;4.148607e-01;4.629800e-01;1.221592e-01
5.752284e-08;3.645826e+04;4.091625e-01;4.622195e-01;1.286182e-01
5.761576e-08;3.645690e+04;4.085916e-01;4.647942e-01;1.266139e-01
5.770869e-08;3.645307e+04;4.133327e-01;4.630724e-01;1.235949e-01
5.780162e-08;3.644627e+04;4.163950e-01;4.611785e-01;1.224265e-01
5.789455e-08;3.644696e+04;4.096919e-01;4.628116e-01;1.274961e-01
5.798748e-08;3.645029e+04;4.065339e-01;4.630438e-01;1.304217e-01
5.808041e-08;3.643895e+04;4.034559e-01;4.668128e-01;1.297312e-01
5.817334e-08;3.643178e+04;4.121040e-01;4.601604e-01;1.277359e-01
5.826626e-08;3.643136e+04;4.082199e-01;4.649546e-01;1.268257e-01
5.835919e-08;3.642386e+04;4.080281e-01;4.644394e-01;1.275325e-01
5.845212e-08;3.642425e+04;4.046921e-01;4.606331e-01;1.346745e-01
5.854505e-08;3.642192e+04;4.058353e-01;4.597504e-01;1.344141e-01
5.863798e-08;3.642388e+04;4.071335e-01;4.652033e-01;1.276629e-01
5.873091e-08;3.641668e+04;4.110215e-01;4.597926e-01;1.291856e-01
5.882384e-08;3.641182e+04;4.045588e-01;4.603948e-01;1.350467e-01
5.891677e-08;3.641011e+04;4.089102e-01;4.606234e-01;1.304656e-01
5.900969e-08;3.640625e+04;4.104438e-01;4.638040e-01;1.257525e-01
5.910262e-08;3.640023e+04;4.098589e-01;4.623369e-01;1.278042e-01
5.919555e-08;3.639710e+04;4.078916e-01;4.662701e-01;1.258385e-01
5.928848e-08;3.639339e+04;4.053603e-01;4.660649e-01;1.285751e-01
5.938141e-08;3.638793e+04;4.066792e-01;4.636721e-01;1.296486e-01
5.947434e-08;3.638745e+04;4.064630e-01;4.669517e-01;1.265855e-01
5.956727e-08;3.638763e+04;4.083092e-01;4.615452e-01;1.301454e-01
5.966019e-08;3.638596e+04;4.089991e-01;4.614708e-01;1.295301e-01
5.975312e-08;3.638379e+04;4.069616e-01;4.636804e-01;1.293579e-01
5.984605e-08;3.637963e+04;4.093440e-01;4.659104e-01;1.247454e-01
5.993898e-08;3.637879e+04;4.085740e-01;4.622947e-01;1.291313e-01
6.003191e-08;3.637800e+04;4.062975e-01;4.646927e-01;1.290095e-01
6.012484e-08;3.637467e+04;4.124583e-01;4.604726e-01;1.270691e-01
6.021777e-08;3.636803e+04;4.128820e-01;4.597375e-01;1.273801e-01
6.031070e-08;3.637252e+04;4.108176e-01;4.612825e-01;1.278994e-01
6.040362e-08;3.637111e+04;4.054849e-01;4.627270e-01;1.317882e-01
6.049655e-08;3.636904e+04;4.059222e-01;4.650120e-01;1.290657e-01
6.058948e-08;3.636101e+04;4.148751e-01;4.617769e-01;1.233483e-01
6.068241e-08;3.635981e+04;4.069738e-01;4.595518e-01;1.334742e-01
6.077534e-08;3.635894e+04;4.070388e-01;4.626206e-01;1.303407e-01
6.086827e-08;3.635685e+04;4.126327e-01;4.643354e-01;1.230320e-01
6.096120e-08;3.635415e+04;4.104747e-01;4.605874e-01;1.289379e-01
6.105412e-08;3.635817e+04;4.099512e-01;4.621469e-01;1.279023e-01
6.114705e-08;3.635019e+04;4.115177e-01;4.674377e-01;1.210439e-01
6.123998e-08;3.635260e+04;4.114884e-01;4.633291e-01;1.251820e-01
6.133291e-08;3.634973e+04;4.106693e-01;4.600608e-01;1.292698e-01
6.142584e-08;3.635195e+04;4.153551e-01;4.628454e-01;1.217989e-01
6.151877e-08;3.634655e+04;4.084909e-01;4.634008e-01;1.281082e-01
6.161170e-08;3.633983e+04;4.036955e-01;4.672781e-01;1.290269e-01
6.170462e-08;3.633883e+04;4.063254e-01;4.613351e-01;1.323395e-01
6.179755e-08;3.634319e+04;4.059214e-01;4.656615e-01;1.284171e-01
6.189048e-08;3.634283e+04;4.094554e-01;4.648945e-01;1.256497e-01
6.198341e-08;3.634087e+04;4.074429e-01;4.617312e-01;1.308261e-01
6.207634e-08;3.634281e+04;4.049121e-01;4.630531e-01;1.320349e-01
6.216927e-08;3.633695e+04;4.075911e-01;4.634517e-01;1.289573e-01
6.226220e-08;3.633508e+04;4.048200e-01;4.614445e-01;1.337358e-01
6.235513e-08;3.633819e+04;4.048763e-01;4.618002e-01;1.333235e-01
6.244805e-08;3.633550e+04;4.065087e-01;4.633087e-01;1.301828e-01
6.254098e-08;3.633266e+04;4.040242e-01;4.702986e-01;1.256769e-01
6.263391e-08;3.633539e+04;4.109788e-01;4.649259e-01;1.240956e-01
6.272684e-08;3.633539e+04;4.069527e-01;4.636769e-01;1.293708e-01
6.281977e-08;3.633339e+04;4.056588e-01;4.698331e-01;1.245081e-01
